"Case","JourneyCode","HolidayType","Price","NumberOfPersons","Region","Transportation","Duration","Season","Accommodation","Hotel"
"Journey459","459.0","Wandering","718.0","2.0","SalzbergerLand","Car","7.0","September","ThreeStars","Gasthof Bachschmied, Salzb. Land"
"Journey460","460.0","Recreation","2038.0","2.0","SalzbergerLand","Car","21.0","May","ThreeStars","Gasthof Bachschmied, Salzb. Land"
"Journey461","461.0","Wandering","1538.0","3.0","SalzbergerLand","Car","14.0","June","FourStars","Hotel Eschbacher, Salzb. Land"
"Journey462","462.0","Recreation","2322.0","3.0","SalzbergerLand","Car","14.0","July","FourStars","Hotel Eschbacher, Salzb. Land"
"Journey463","463.0","Wandering","2127.0","4.0","SalzbergerLand","Car","7.0","August","FourStars","Hotel Norica, Salzb. Land"
"Journey464","464.0","Active","2627.0","3.0","SalzbergerLand","Car","14.0","September","FourStars","Hotel Norica, Salzb. Land"
"Journey465","465.0","Wandering","1798.0","2.0","SalzbergerLand","Car","7.0","July","FiveStars","Alpnerresidenz, Salzb. Land"
"Journey466","466.0","Recreation","1518.0","2.0","SalzbergerLand","Car","7.0","June","FiveStars","Alpnerresidenz, Salzb. Land"
"Journey467","467.0","Wandering","684.0","4.0","SalzbergerLand","Car","7.0","May","HolidayFlat","H.Flat Salzb. Land"
"Journey468","468.0","Wandering","729.0","6.0","SalzbergerLand","Car","7.0","June","HolidayFlat","H.Flat Salzb. Land"
"Journey469","469.0","Wandering","699.0","4.0","SalzbergerLand","Car","7.0","July","HolidayFlat","H.Flat Salzb. Land"
"Journey470","470.0","Wandering","349.0","2.0","SalzbergerLand","Car","14.0","August","HolidayFlat","H.Flat Salzb. Land"
"Journey471","471.0","Recreation","354.0","3.0","SalzbergerLand","Car","7.0","September","HolidayFlat","H.Flat Salzb. Land"
"Journey472","472.0","Recreation","399.0","2.0","SalzbergerLand","Car","7.0","August","HolidayFlat","H.Flat Salzb. Land"
"Journey473","473.0","Recreation","719.0","6.0","SalzbergerLand","Car","7.0","July","HolidayFlat","H.Flat Salzb. Land"
"Journey474","474.0","Recreation","1223.0","4.0","SalzbergerLand","Car","14.0","June","HolidayFlat","H.Flat Salzb. Land"
"Journey475","475.0","Active","484.0","3.0","SalzbergerLand","Car","7.0","July","HolidayFlat","H.Flat Salzb. Land"
"Journey476","476.0","Active","1228.0","4.0","SalzbergerLand","Car","14.0","June","HolidayFlat","H.Flat Salzb. Land"
"Journey477","477.0","Wandering","898.0","2.0","Styria","Car","14.0","June","TwoStars","Gasthof Mayer, Styria"
"Journey478","478.0","Recreation","478.0","3.0","Styria","Car","7.0","May","TwoStars","Gasthof Mayer, Styria"
"Journey479","479.0","Wandering","2372.0","3.0","Styria","Car","14.0","July","ThreeStars","Hotel Berghof, Styria"
"Journey480","480.0","Wandering","1227.0","4.0","Styria","Car","7.0","August","ThreeStars","Hotel Berghof, Styria"
"Journey481","481.0","Active","1578.0","2.0","Styria","Car","14.0","September","ThreeStars","Hotel Berghof, Styria"
"Journey482","482.0","Wandering","847.0","3.0","Styria","Car","7.0","May","FourStars","Hotel Haeuserl am Wald, Styria"
"Journey483","483.0","Recreation","678.0","2.0","Styria","Car","7.0","June","FourStars","Hotel Haeuserl am Wald, Styria"
"Journey484","484.0","Wandering","379.0","2.0","Styria","Car","7.0","July","HolidayFlat","H.Flat Styria"
"Journey485","485.0","Wandering","369.0","4.0","Styria","Car","7.0","August","HolidayFlat","H.Flat Styria"
"Journey486","486.0","Wandering","708.0","2.0","Styria","Car","14.0","September","HolidayFlat","H.Flat Styria"
"Journey487","487.0","Recreation","569.0","6.0","Styria","Car","7.0","August","HolidayFlat","H.Flat Styria"
"Journey488","488.0","Recreation","379.0","4.0","Styria","Car","7.0","July","HolidayFlat","H.Flat Styria"
"Journey489","489.0","Recreation","429.0","4.0","Styria","Car","7.0","June","HolidayFlat","H.Flat Styria"
"Journey490","490.0","Recreation","348.0","2.0","Styria","Car","14.0","May","HolidayFlat","H.Flat Styria"
"Journey491","491.0","Active","909.0","4.0","Styria","Car","7.0","July","HolidayFlat","H.Flat Styria"
"Journey492","492.0","Wandering","548.0","2.0","Tyrol","Car","7.0","May","OneStar","Gasthof Edelweiss, Tyrol"
"Journey493","493.0","Wandering","685.0","3.0","Tyrol","Car","7.0","June","OneStar","Gasthof Edelweiss, Tyrol"
"Journey494","494.0","Wandering","897.0","4.0","Tyrol","Car","7.0","July","TwoStars","Gasthof Post, Tyrol"
"Journey495","495.0","Wandering","2322.0","3.0","Tyrol","Car","14.0","August","TwoStars","Pension Tannenhof, Tyrol"
"Journey496","496.0","Recreation","698.0","2.0","Tyrol","Car","7.0","September","TwoStars","Gasthof Sonne, Tyrol"
"Journey497","497.0","Wandering","798.0","2.0","Tyrol","Car","7.0","August","ThreeStars","Gasthof Panorama, Tyrol"
"Journey498","498.0","Wandering","1808.0","2.0","Tyrol","Car","14.0","July","ThreeStars","Gasthof Panorama, Tyrol"
"Journey499","499.0","Recreation","1972.0","3.0","Tyrol","Car","14.0","June","ThreeStars","Ferienhotel Neuwirt, Tyrol"
"Journey500","500.0","Active","818.0","2.0","Tyrol","Car","7.0","June","ThreeStars","Ferienhotel Neuwirt, Tyrol"
"Journey501","501.0","Wandering","738.0","2.0","Tyrol","Car","7.0","May","FourStars","Hotel Wastlhof, Tyrol"
"Journey502","502.0","Wandering","3267.0","4.0","Tyrol","Car","14.0","July","FourStars","Hotel Klausen, Tyrol"
"Journey503","503.0","Recreation","1571.0","5.0","Tyrol","Car","7.0","August","FourStars","Hotel Unterwirt, Tyrol"
"Journey504","504.0","Wandering","1198.0","2.0","Tyrol","Car","7.0","September","FiveStars","Hotel Alpenresidence, Tyrol"
"Journey505","505.0","Recreation","1847.0","3.0","Tyrol","Car","7.0","July","FiveStars","Hotel Alpenresidence, Tyrol"
"Journey506","506.0","Active","3098.0","3.0","Tyrol","Car","14.0","August","FiveStars","Aparthotel Hopfgarten"
"Journey507","507.0","Wandering","449.0","3.0","Tyrol","Car","7.0","May","HolidayFlat","H.Flat Tyrol"
"Journey508","508.0","Wandering","654.0","5.0","Tyrol","Car","7.0","June","HolidayFlat","H.Flat Tyrol"
"Journey509","509.0","Wandering","539.0","4.0","Tyrol","Car","7.0","July","HolidayFlat","H.Flat Tyrol"
"Journey510","510.0","Wandering","609.0","5.0","Tyrol","Car","7.0","August","HolidayFlat","H.Flat Tyrol"
"Journey511","511.0","Wandering","484.0","2.0","Tyrol","Car","7.0","September","HolidayFlat","H.Flat Tyrol"
"Journey512","512.0","Wandering","789.0","6.0","Tyrol","Car","7.0","August","HolidayFlat","H.Flat Tyrol"
"Journey513","513.0","Wandering","838.0","3.0","Tyrol","Car","14.0","July","HolidayFlat","H.Flat Tyrol"
"Journey514","514.0","Wandering","728.0","2.0","Tyrol","Car","14.0","June","HolidayFlat","H.Flat Tyrol"
"Journey515","515.0","Recreation","729.0","5.0","Tyrol","Car","7.0","May","HolidayFlat","H.Flat Tyrol"
"Journey516","516.0","Recreation","849.0","6.0","Tyrol","Car","7.0","June","HolidayFlat","H.Flat Tyrol"
"Journey517","517.0","Recreation","494.0","3.0","Tyrol","Car","7.0","July","HolidayFlat","H.Flat Tyrol"
"Journey518","518.0","Recreation","599.0","5.0","Tyrol","Car","7.0","August","HolidayFlat","H.Flat Tyrol"
"Journey519","519.0","Recreation","688.0","2.0","Tyrol","Car","14.0","September","HolidayFlat","H.Flat Tyrol"
"Journey520","520.0","Active","789.0","7.0","Tyrol","Car","7.0","June","HolidayFlat","H.Flat Tyrol"
"Journey521","521.0","Active","1538.0","4.0","Tyrol","Car","14.0","July","HolidayFlat","H.Flat Tyrol"
"Journey522","522.0","Bathing","2518.0","2.0","Algarve","Plane","14.0","May","TwoStars","Anlage Aldeia, Algarve"
"Journey523","523.0","Bathing","2562.0","3.0","Algarve","Plane","14.0","June","TwoStars","Anlage Aldeia, Algarve"
"Journey524","524.0","Active","2371.0","3.0","Algarve","Plane","7.0","July","TwoStars","Anlage Aldeia, Algarve"
"Journey525","525.0","Bathing","3271.0","3.0","Algarve","Plane","21.0","September","ThreeStars","Hotel Tropico, Algarve"
"Journey526","526.0","Bathing","3398.0","2.0","Algarve","Plane","14.0","August","ThreeStars","Hotel Tropico, Algarve"
"Journey527","527.0","Bathing","2998.0","2.0","Algarve","Plane","14.0","June","ThreeStars","Hotel Tropico, Algarve"
"Journey528","528.0","Bathing","4253.0","4.0","Algarve","Plane","7.0","July","ThreeStars","Hotel California, Algarve"
"Journey529","529.0","Bathing","3758.0","2.0","Algarve","Plane","14.0","September","ThreeStars","Hotel California, Algarve"
"Journey530","530.0","Active","4885.0","3.0","Algarve","Plane","14.0","June","ThreeStars","Hotel California, Algarve"
"Journey531","531.0","Active","3958.0","2.0","Algarve","Plane","21.0","May","ThreeStars","Hotel California, Algarve"
"Journey532","532.0","Active","2678.0","2.0","Algarve","Plane","7.0","July","ThreeStars","Eurotel Altura, Algarve"
"Journey533","533.0","Recreation","3078.0","2.0","Algarve","Plane","14.0","April","ThreeStars","Eurotel Altura, Algarve"
"Journey534","534.0","Recreation","2158.0","2.0","Algarve","Plane","7.0","October","ThreeStars","Eurotel Altura, Algarve"
"Journey535","535.0","Bathing","3642.0","3.0","Algarve","Plane","14.0","July","FourStars","Hotel Neptuno, Algarve"
"Journey536","536.0","Active","4533.0","4.0","Algarve","Plane","14.0","August","FourStars","Hotel Neptuno, Algarve"
"Journey537","537.0","Bathing","3518.0","2.0","Madeira","Plane","14.0","June","TwoStars","Anlage Canico, Madeira"
"Journey538","538.0","Bathing","3440.0","3.0","Madeira","Plane","14.0","July","TwoStars","Anlage Canico, Madeira"
"Journey539","539.0","Bathing","4126.0","3.0","Madeira","Plane","21.0","August","TwoStars","Anlage Canico, Madeira"
"Journey540","540.0","Active","3518.0","2.0","Madeira","Plane","14.0","September","TwoStars","Anlage Canico, Madeira"
"Journey541","541.0","Bathing","3238.0","2.0","Madeira","Plane","14.0","June","ThreeStars","Hotel Mimosa, Madeira"
"Journey542","542.0","Bathing","4091.0","4.0","Madeira","Plane","7.0","July","ThreeStars","Hotel Mimosa, Madeira"
"Journey543","543.0","Bathing","4452.0","3.0","Madeira","Plane","21.0","September","ThreeStars","Hotel Mimosa, Madeira"
"Journey544","544.0","Active","3598.0","2.0","Madeira","Plane","14.0","August","ThreeStars","Hotel Orca Praia, Madeira"
"Journey545","545.0","Active","4438.0","2.0","Madeira","Plane","21.0","September","ThreeStars","Hotel Orca Praia, Madeira"
"Journey546","546.0","Recreation","4318.0","2.0","Madeira","Plane","21.0","May","ThreeStars","Hotel Orca Praia, Madeira"
"Journey547","547.0","Recreation","3318.0","2.0","Madeira","Plane","14.0","October","ThreeStars","Hotel Orca Praia, Madeira"
"Journey548","548.0","Bathing","2922.0","3.0","Madeira","Plane","7.0","July","FourStars","Hotel Raga, Madeira"
"Journey549","549.0","Bathing","5225.0","4.0","Madeira","Plane","14.0","August","FourStars","Hotel Raga, Madeira"
"Journey550","550.0","Active","3989.0","2.0","Madeira","Plane","14.0","June","FourStars","Hotel Oasis Atlantic, Madeira"
"Journey551","551.0","Active","3897.0","3.0","Madeira","Plane","7.0","July","FourStars","Hotel Oasis Atlantic, Madeira"
"Journey552","552.0","Recreation","469.0","4.0","Sweden","Car","7.0","June","HolidayFlat","H.Flat Sweden"
"Journey553","553.0","Recreation","799.0","6.0","Sweden","Car","7.0","July","HolidayFlat","H.Flat Sweden"
"Journey554","554.0","Recreation","519.0","5.0","Sweden","Car","7.0","August","HolidayFlat","H.Flat Sweden"
"Journey555","555.0","Recreation","539.0","4.0","Sweden","Car","7.0","September","HolidayFlat","H.Flat Sweden"
"Journey556","556.0","Recreation","989.0","6.0","Sweden","Car","7.0","October","HolidayFlat","H.Flat Sweden"
"Journey557","557.0","Recreation","649.0","6.0","Sweden","Car","7.0","August","HolidayFlat","H.Flat Sweden"
"Journey558","558.0","Recreation","779.0","4.0","Sweden","Car","7.0","July","HolidayFlat","H.Flat Sweden"
"Journey559","559.0","Recreation","1578.0","4.0","Sweden","Car","14.0","June","HolidayFlat","H.Flat Sweden"
"Journey560","560.0","Recreation","1538.0","4.0","Sweden","Car","14.0","July","HolidayFlat","H.Flat Sweden"
"Journey561","561.0","Recreation","1318.0","4.0","Sweden","Car","14.0","August","HolidayFlat","H.Flat Sweden"
"Journey562","562.0","Recreation","1178.0","6.0","Sweden","Car","14.0","September","HolidayFlat","H.Flat Sweden"
"Journey563","563.0","Wandering","639.0","6.0","Sweden","Car","7.0","June","HolidayFlat","H.Flat Sweden"
"Journey564","564.0","Wandering","799.0","6.0","Sweden","Car","7.0","July","HolidayFlat","H.Flat Sweden"
"Journey565","565.0","Wandering","789.0","4.0","Sweden","Car","7.0","August","HolidayFlat","H.Flat Sweden"
"Journey566","566.0","Wandering","938.0","4.0","Sweden","Car","14.0","September","HolidayFlat","H.Flat Sweden"
"Journey567","567.0","Wandering","764.0","3.0","Alps","Car","7.0","May","HolidayFlat","H.Flat Switzerland"
"Journey568","568.0","Wandering","494.0","2.0","Alps","Car","7.0","June","HolidayFlat","H.Flat Switzerland"
"Journey569","569.0","Wandering","989.0","6.0","Alps","Car","7.0","July","HolidayFlat","H.Flat Switzerland"
"Journey570","570.0","Wandering","799.0","4.0","Alps","Car","7.0","August","HolidayFlat","H.Flat Switzerland"
"Journey571","571.0","Wandering","839.0","2.0","Alps","Car","7.0","September","HolidayFlat","H.Flat Switzerland"
"Journey572","572.0","Wandering","799.0","3.0","Alps","Car","7.0","June","HolidayFlat","H.Flat Switzerland"
"Journey573","573.0","Wandering","779.0","6.0","Alps","Car","7.0","July","HolidayFlat","H.Flat Switzerland"
"Journey574","574.0","Wandering","529.0","4.0","Alps","Car","7.0","August","HolidayFlat","H.Flat Switzerland"
"Journey575","575.0","Wandering","858.0","3.0","Alps","Car","14.0","September","HolidayFlat","H.Flat Switzerland"
"Journey576","576.0","Wandering","1303.0","4.0","Alps","Car","14.0","June","HolidayFlat","H.Flat Switzerland"
"Journey577","577.0","Wandering","738.0","6.0","Alps","Car","14.0","May","HolidayFlat","H.Flat Switzerland"
"Journey578","578.0","Wandering","908.0","2.0","Alps","Car","14.0","July","HolidayFlat","H.Flat Switzerland"
"Journey579","579.0","Recreation","729.0","3.0","Alps","Car","7.0","May","HolidayFlat","H.Flat Switzerland"
"Journey580","580.0","Recreation","779.0","6.0","Alps","Car","7.0","June","HolidayFlat","H.Flat Switzerland"
"Journey581","581.0","Recreation","519.0","4.0","Alps","Car","7.0","July","HolidayFlat","H.Flat Switzerland"
"Journey582","582.0","Recreation","1184.0","4.0","Alps","Car","7.0","August","HolidayFlat","H.Flat Switzerland"
"Journey583","583.0","Recreation","629.0","2.0","Alps","Car","7.0","September","HolidayFlat","H.Flat Switzerland"
"Journey584","584.0","Recreation","858.0","3.0","Alps","Car","14.0","June","HolidayFlat","H.Flat Switzerland"
"Journey585","585.0","Recreation","1298.0","4.0","Alps","Car","14.0","July","HolidayFlat","H.Flat Switzerland"
"Journey586","586.0","Recreation","1958.0","6.0","Alps","Car","14.0","August","HolidayFlat","H.Flat Switzerland"
"Journey587","587.0","Bathing","1317.0","4.0","CostaBlanca","Car","7.0","August","TwoStars","Hotel Torre Dorada, Costa Blanca"
"Journey588","588.0","Bathing","2800.0","3.0","CostaBlanca","Car","14.0","July","ThreeStars","Hotel Galetamar, Costa Blanca"
"Journey589","589.0","Bathing","1058.0","2.0","CostaBlanca","Car","7.0","August","FourStars","Hotel Roca Esmeralda, Costa Blanca"
"Journey590","590.0","Bathing","3222.0","3.0","CostaBlanca","Car","14.0","July","FourStars","Hotel Roca Esmeralda, Costa Blanca"
"Journey591","591.0","Recreation","1014.0","10.0","CostaBlanca","Car","7.0","May","HolidayFlat","H.Flat Costa Blanca"
"Journey592","592.0","Recreation","539.0","4.0","CostaBlanca","Car","14.0","June","HolidayFlat","H.Flat Costa Blanca"
"Journey593","593.0","Active","1039.0","6.0","CostaBlanca","Car","7.0","July","HolidayFlat","H.Flat Costa Blanca"
"Journey594","594.0","Active","678.0","4.0","CostaBlanca","Car","14.0","September","HolidayFlat","H.Flat Costa Blanca"
"Journey595","595.0","Bathing","1039.0","8.0","CostaBlanca","Car","7.0","June","HolidayFlat","H.Flat Costa Blanca"
"Journey596","596.0","Bathing","2324.0","12.0","CostaBlanca","Car","7.0","July","HolidayFlat","H.Flat Costa Blanca"
"Journey597","597.0","Bathing","1229.0","2.0","CostaBlanca","Car","7.0","August","HolidayFlat","H.Flat Costa Blanca"
"Journey598","598.0","Bathing","789.0","5.0","CostaBlanca","Car","7.0","September","HolidayFlat","H.Flat Costa Blanca"
"Journey599","599.0","Bathing","649.0","3.0","CostaBlanca","Car","7.0","July","HolidayFlat","H.Flat Costa Blanca"
"Journey600","600.0","Bathing","1259.0","3.0","CostaBlanca","Car","7.0","August","HolidayFlat","H.Flat Costa Blanca"
"Journey601","601.0","Bathing","1038.0","4.0","CostaBlanca","Car","14.0","June","HolidayFlat","H.Flat Costa Blanca"
"Journey602","602.0","Bathing","1798.0","4.0","CostaBlanca","Car","14.0","July","HolidayFlat","H.Flat Costa Blanca"
"Journey603","603.0","Bathing","2038.0","8.0","CostaBlanca","Car","14.0","September","HolidayFlat","H.Flat Costa Blanca"
"Journey604","604.0","Bathing","1998.0","2.0","CostaBrava","Car","14.0","June","TwoStars","Hotel La Huerta, Costa Brava"
"Journey605","605.0","Bathing","2550.0","3.0","CostaBrava","Car","14.0","July","TwoStars","Hotel La Huerta, Costa Brava"
"Journey606","606.0","Active","2696.0","3.0","CostaBrava","Car","21.0","August","TwoStars","Hotel Mar Eden, Costa Brava"
"Journey607","607.0","Recreation","1558.0","2.0","CostaBrava","Car","7.0","September","TwoStars","Hotel Mar Eden, Costa Brava"
"Journey608","608.0","Bathing","2518.0","2.0","CostaBrava","Car","14.0","June","ThreeStars","Hotel Surf Mar, Costa Brava"
"Journey609","609.0","Bathing","6971.0","4.0","CostaBrava","Car","21.0","August","ThreeStars","Hotel Surf Mar, Costa Brava"
"Journey610","610.0","Bathing","3099.0","3.0","CostaBrava","Car","14.0","July","ThreeStars","Hotel Surf Mar, Costa Brava"
"Journey611","611.0","Bathing","1738.0","2.0","CostaBrava","Car","7.0","July","ThreeStars","Hotel Albatros, Costa Brava"
"Journey612","612.0","Active","2198.0","2.0","CostaBrava","Car","14.0","June","ThreeStars","Hotel Albatros, Costa Brava"
"Journey613","613.0","Recreation","2360.0","3.0","CostaBrava","Car","14.0","May","ThreeStars","Hotel Albatros, Costa Brava"
"Journey614","614.0","Bathing","2186.0","3.0","CostaBrava","Car","7.0","July","FourStars","Hotel Olympic Park, Costa Brava"
"Journey615","615.0","Bathing","2418.0","2.0","CostaBrava","Car","14.0","June","FourStars","Hotel Olympic Park, Costa Brava"
"Journey616","616.0","Bathing","3737.0","3.0","CostaBrava","Car","14.0","August","FourStars","Hotel Olympic Park, Costa Brava"
"Journey617","617.0","Active","3048.0","2.0","CostaBrava","Car","21.0","September","FourStars","Golden Hotel Port Salou, Costa Brava"
"Journey618","618.0","Recreation","3912.0","4.0","CostaBrava","Car","14.0","July","FourStars","Golden Hotel Port Salou, Costa Brava"
"Journey619","619.0","Bathing","3528.0","2.0","Fuerteventura","Plane","14.0","May","ThreeStars","Hotel Oliva Beach, Fuerteventura"
"Journey620","620.0","Bathing","4402.0","3.0","Fuerteventura","Plane","14.0","June","ThreeStars","Hotel Oliva Beach, Fuerteventura"
"Journey621","621.0","Bathing","6357.0","3.0","Fuerteventura","Plane","21.0","July","ThreeStars","Hotel Oliva Beach, Fuerteventura"
"Journey622","622.0","Bathing","3417.0","4.0","Fuerteventura","Plane","14.0","August","ThreeStars","Appartm. Rio Tropical, Fuerteventura"
"Journey623","623.0","Active","2598.0","2.0","Fuerteventura","Plane","14.0","September","ThreeStars","Appartm. Rio Tropical, Fuerteventura"
"Journey624","624.0","Active","2252.0","3.0","Fuerteventura","Plane","7.0","July","ThreeStars","Appartm. Rio Tropical, Fuerteventura"
"Journey625","625.0","Active","3678.0","2.0","Fuerteventura","Plane","14.0","August","ThreeStars","Hotel Crystal Beach, Fuerteventura"
"Journey626","626.0","Recreation","3578.0","2.0","Fuerteventura","Plane","14.0","June","ThreeStars","Hotel Crystal Beach, Fuerteventura"
"Journey627","627.0","Bathing","7161.0","3.0","Fuerteventura","Plane","21.0","June","FourStars","Hotel Rio Ventura, Fuerteventura"
"Journey628","628.0","Bathing","5709.0","3.0","Fuerteventura","Plane","14.0","July","FourStars","Hotel Rio Ventura, Fuerteventura"
"Journey629","629.0","Bathing","6369.0","4.0","Fuerteventura","Plane","14.0","August","FourStars","Hotel Rio Ventura, Fuerteventura"
"Journey630","630.0","Bathing","3188.0","2.0","Fuerteventura","Plane","7.0","June","FourStars","Hotel Rio Ventura, Fuerteventura"
"Journey631","631.0","Active","3428.0","2.0","Fuerteventura","Plane","14.0","September","FourStars","Hotel Rio Maxarota, Fuerteventura"
"Journey632","632.0","Active","4602.0","3.0","Fuerteventura","Plane","14.0","July","FourStars","Hotel Rio Maxarota, Fuerteventura"
"Journey633","633.0","Recreation","3188.0","2.0","Fuerteventura","Plane","14.0","May","FourStars","Hotel Rio Maxarota, Fuerteventura"
"Journey634","634.0","Bathing","2412.0","3.0","GranCanaria","Plane","14.0","May","TwoStars","Studios Puerto Plata, Gran Canaria"
"Journey635","635.0","Bathing","3125.0","3.0","GranCanaria","Plane","21.0","July","TwoStars","Studios Puerto Plata, Gran Canaria"
"Journey636","636.0","Bathing","2378.0","2.0","GranCanaria","Plane","14.0","September","TwoStars","Studios Brisamar, Gran Canaria"
"Journey637","637.0","Active","3177.0","4.0","GranCanaria","Plane","14.0","August","TwoStars","Studios Brisamar, Gran Canaria"
"Journey638","638.0","Bathing","2788.0","2.0","GranCanaria","Plane","14.0","May","ThreeStars","Hotel Riosol, Gran Canaria"
"Journey639","639.0","Bathing","4100.0","3.0","GranCanaria","Plane","21.0","June","ThreeStars","Hotel Riosol, Gran Canaria"
"Journey640","640.0","Bathing","2723.0","3.0","GranCanaria","Plane","7.0","July","ThreeStars","Hotel Caserio, Gran Canaria"
"Journey641","641.0","Active","4261.0","3.0","GranCanaria","Plane","14.0","August","ThreeStars","IFA Beach Hotel, Gran Canaria"
"Journey642","642.0","Active","3778.0","2.0","GranCanaria","Plane","21.0","September","ThreeStars","IFA Beach Hotel, Gran Canaria"
"Journey643","643.0","Recreation","2508.0","2.0","GranCanaria","Plane","7.0","August","ThreeStars","IFA Beach Hotel, Gran Canaria"
"Journey644","644.0","Bathing","3258.0","2.0","GranCanaria","Plane","14.0","June","FourStars","Hotel Las Margaritas, Gran Canaria"
"Journey645","645.0","Bathing","4252.0","3.0","GranCanaria","Plane","14.0","July","FourStars","Hotel Las Margaritas, Gran Canaria"
"Journey646","646.0","Bathing","3498.0","2.0","GranCanaria","Plane","21.0","September","FourStars","Hotel Caserio, Gran Canaria"
"Journey647","647.0","Active","2848.0","2.0","GranCanaria","Plane","14.0","May","FourStars","Hotel Caserio, Gran Canaria"
"Journey648","648.0","Active","3551.0","3.0","GranCanaria","Plane","14.0","August","FourStars","Hotel Caserio, Gran Canaria"
"Journey649","649.0","Bathing","2078.0","2.0","Ibiza","Plane","14.0","June","TwoStars","Pension Central, Ibiza"
"Journey650","650.0","Bathing","2498.0","2.0","Ibiza","Plane","21.0","September","TwoStars","Pension Central, Ibiza"
"Journey651","651.0","Bathing","2427.0","3.0","Ibiza","Plane","14.0","July","TwoStars","Hotel Llevant, Ibiza"
"Journey652","652.0","Active","2852.0","4.0","Ibiza","Plane","14.0","August","TwoStars","Hotel Llevant, Ibiza"
"Journey653","653.0","Active","1995.0","3.0","Ibiza","Plane","7.0","July","TwoStars","Hotel Llevant, Ibiza"
"Journey654","654.0","Bathing","2798.0","2.0","Ibiza","Plane","14.0","June","ThreeStars","Hotel Helios II, Ibiza"
"Journey655","655.0","Bathing","2878.0","2.0","Ibiza","Plane","14.0","July","ThreeStars","Hotel Helios II, Ibiza"
"Journey656","656.0","Bathing","3258.0","2.0","Ibiza","Plane","21.0","May","ThreeStars","Hotel Helios II, Ibiza"
"Journey657","657.0","Bathing","2343.0","3.0","Ibiza","Plane","7.0","August","ThreeStars","Hotel Atlantic, Ibiza"
"Journey658","658.0","Bathing","3217.0","3.0","Ibiza","Plane","14.0","June","ThreeStars","Hotel Atlantic, Ibiza"
"Journey659","659.0","Active","4832.0","4.0","Ibiza","Plane","14.0","July","ThreeStars","Hotel Atlantic, Ibiza"
"Journey660","660.0","Active","3558.0","2.0","Ibiza","Plane","21.0","September","ThreeStars","Hotel Atlantic, Ibiza"
"Journey661","661.0","Bathing","4398.0","2.0","Ibiza","Plane","14.0","June","FourStars","Club La Mola, Ibiza"
"Journey662","662.0","Bathing","4958.0","2.0","Ibiza","Plane","14.0","July","FourStars","Club La Mola, Ibiza"
"Journey663","663.0","Active","2090.0","3.0","Ibiza","Plane","7.0","August","FourStars","Hotel Nereida, Ibiza"
"Journey664","664.0","Bathing","1558.0","2.0","Mallorca","Plane","14.0","June","OneStar","Pension Marina, Mallorca"
"Journey665","665.0","Bathing","2397.0","3.0","Mallorca","Plane","14.0","July","OneStar","Pension Marina, Mallorca"
"Journey666","666.0","Bathing","2481.0","2.0","Mallorca","Plane","21.0","September","OneStar","Pension El Golea, Mallorca"
"Journey667","667.0","Bathing","1718.0","2.0","Mallorca","Plane","14.0","June","TwoStars","Pension Alcina, Mallorca"
"Journey668","668.0","Bathing","2410.0","4.0","Mallorca","Plane","7.0","August","TwoStars","Pension Alcina, Mallorca"
"Journey669","669.0","Recreation","1285.0","3.0","Mallorca","Plane","4.0","May","TwoStars","Hotel Manaus, Mallorca"
"Journey670","670.0","Active","1798.0","2.0","Mallorca","Plane","14.0","June","TwoStars","Hotel Vaquer, Mallorca"
"Journey671","671.0","Wandering","1676.0","3.0","Mallorca","Plane","7.0","September","TwoStars","Hotel Vaquer, Mallorca"
"Journey672","672.0","Bathing","2198.0","2.0","Mallorca","Plane","14.0","June","ThreeStars","Hotel Samu, Mallorca"
"Journey673","673.0","Bathing","3530.0","4.0","Mallorca","Plane","14.0","July","ThreeStars","Hotel Samu, Mallorca"
"Journey674","674.0","Bathing","1607.0","3.0","Mallorca","Plane","4.0","August","ThreeStars","Hotel Flamingo, Mallorca"
"Journey675","675.0","Bathing","3697.0","3.0","Mallorca","Plane","14.0","July","ThreeStars","Hotel Sol Lux, Mallorca"
"Journey676","676.0","Bathing","1858.0","2.0","Mallorca","Plane","7.0","August","ThreeStars","Hotel Sol Lux, Mallorca"
"Journey677","677.0","Bathing","2598.0","3.0","Mallorca","Plane","14.0","September","ThreeStars","Hotel Saturno, Mallorca"
"Journey678","678.0","Active","3058.0","2.0","Mallorca","Plane","21.0","May","ThreeStars","Hotel Saturno, Mallorca"
"Journey679","679.0","Bathing","1478.0","2.0","Mallorca","Plane","4.0","June","FourStars","Hotel Gran Fiesta, Mallorca"
"Journey680","680.0","Bathing","3644.0","4.0","Mallorca","Plane","7.0","July","FourStars","Anlage Lago Playa, Mallorca"
"Journey681","681.0","Bathing","3605.0","3.0","Mallorca","Plane","14.0","August","FourStars","Anlage Lago Playa, Mallorca"
"Journey682","682.0","Active","2678.0","2.0","Mallorca","Plane","14.0","June","FourStars","Lagotel-Club, Mallorca"
"Journey683","683.0","Active","1898.0","2.0","Mallorca","Plane","7.0","September","FourStars","Lagotel-Club, Mallorca"
"Journey684","684.0","Bathing","3417.0","3.0","Teneriffe","Plane","14.0","June","TwoStars","Studios Mare Verde, Teneriffe"
"Journey685","685.0","Bathing","2698.0","2.0","Teneriffe","Plane","21.0","September","TwoStars","Studios Mare Verde, Teneriffe"
